codice_istat,denominazione_ita_altra,denominazione_ita,denominazione_altra,cap,sigla_provincia,denominazione_provincia,tipologia_provincia,codice_regione,denominazione_regione,tipologia_regione,ripartizione_geografica,flag_capoluogo,codice_belfiore,lat,lon,superficie_kmq,,,
83052,Mistretta,Mistretta,,98073,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F251,37,9303865,14,3623477,127,4678
83053,Moio Alcantara,Moio Alcantara,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F277,37,8987358,15,505212,8,5996
83054,Monforte San Giorgio,Monforte San Giorgio,,98041,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F359,38,1567704,15,3835088,32,2599
83055,Mongiuffi Melia,Mongiuffi Melia,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F368,37,9040985,15,2749224,24,3623
83056,Montagnareale,Montagnareale,,98060,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F395,38,1323639,14,9477007,16,3769
83057,Montalbano Elicona,Montalbano Elicona,,98065,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F400,38,236143,15,141231,67,8008
83058,Motta Camastra,Motta Camastra,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F772,37,8955882,15,1724960,25,3090
83059,Motta d'Affermo,Motta d'Affermo,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F773,37,9811913,14,3020543,14,5764
83060,Naso,Naso,,98074,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F848,38,1218472,14,7881924,36,7367
83061,Nizza di Sicilia,Nizza di Sicilia,,98026,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F901,37,9887617,15,4079348,13,4154
83062,Novara di Sicilia,Novara di Sicilia,,98058,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,F951,38,161515,15,1319298,49,1783
83063,Oliveri,Oliveri,,98060,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,G036,38,1245369,15,594701,10,4348
83064,Pace del Mela,Pace del Mela,,98042,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,G209,38,1800334,15,3056965,12,1757
83065,Pagliara,Pagliara,,98020,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,G234,37,9864894,15,3594908,14,4792
83066,Patti,Patti,,98066,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,G377,38,1396874,14,9640281,50,766
83067,Pettineo,Pettineo,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,G522,37,9665141,14,2912173,30,6164
83068,Piraino,Piraino,,98060,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,G699,38,1618029,14,8631585,16,9687
83069,Raccuja,Raccuja,,98067,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H151,38,555154,14,9106422,25,2019
83070,Reitano,Reitano,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H228,37,9729772,14,3444394,14,1173
83071,Roccafiorita,Roccafiorita,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H405,37,9297770,15,2684603,1,1681
83072,Roccalumera,Roccalumera,,98027,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H418,37,9749946,15,3945240,8,9060
83073,Roccavaldina,Roccavaldina,,98040,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H380,38,1822046,15,3749678,7,1325
83074,Roccella Valdemone,Roccella Valdemone,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H455,37,9326556,15,95104,41,1511
83075,Rodì Milici,Rodì Milici,,98059,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H479,38,1103605,15,1695618,36,5448
83076,Rometta,Rometta,,98043,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H519,38,1725595,15,4154864,32,1231
83077,San Filippo del Mela,San Filippo del Mela,,98044,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H842,38,1691945,15,2718038,10,502
83078,San Fratello,San Fratello,,98075,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H850,38,127927,14,5962215,67,6292
83079,San Marco d'Alunzio,San Marco d'Alunzio,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,H982,38,729520,14,6988276,26,1407
83080,San Pier Niceto,San Pier Niceto,,98045,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I084,38,1586369,15,3515104,36,6798
83081,San Piero Patti,San Piero Patti,,98068,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I086,38,505855,14,9662157,41,8183
83082,San Salvatore di Fitalia,San Salvatore di Fitalia,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I147,38,704470,14,7774476,14,9963
83083,Santa Domenica Vittoria,Santa Domenica Vittoria,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I184,37,9154467,14,9618786,20,1634
83084,Sant'Agata di Militello,Sant'Agata di Militello,,98076,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I199,38,694226,14,6336698,33,9764
83085,Sant'Alessio Siculo,Sant'Alessio Siculo,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I215,37,9174781,15,3447678,6,1676
83086,Santa Lucia del Mela,Santa Lucia del Mela,,98046,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I220,38,1398967,15,2831679,85,6740
83087,Santa Marina Salina,Santa Marina Salina,,98050,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I254,38,5593310,14,8716878,8,7814
83088,Sant'Angelo di Brolo,Sant'Angelo di Brolo,,98060,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I283,38,1131050,14,8821434,30,3859
83089,Santa Teresa di Riva,Santa Teresa di Riva,,98028,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I311,37,9456139,15,3679381,8,1175
83090,San Teodoro,San Teodoro,,98030,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I328,37,8477070,14,6993658,13,9740
83091,Santo Stefano di Camastra,Santo Stefano di Camastra,,98077,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I370,38,162489,14,3483199,21,9173
83092,Saponara,Saponara,,98047,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I420,38,1937712,15,4342465,26,2623
83093,Savoca,Savoca,,98038,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I477,37,9559746,15,3397828,9,755
83094,Scaletta Zanclea,Scaletta Zanclea,,98029,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I492,38,427580,15,4593190,4,7618
83095,Sinagra,Sinagra,,98069,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I747,38,831398,14,8495202,24,270
83096,Spadafora,Spadafora,,98048,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,I881,38,2219818,15,3741288,10,5246
83097,Taormina,Taormina,,98039,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L042,37,8510327,15,2830750,13,1331
83098,Torregrotta,Torregrotta,,98040,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L271,38,1915595,15,3523075,4,1260
83099,Tortorici,Tortorici,,98078,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L308,38,304426,14,8248560,70,5008
83100,Tripi,Tripi,,98060,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L431,38,492397,15,994219,54,6669
83101,Tusa,Tusa,,98079,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L478,37,9844705,14,2385207,41,737
83102,Ucria,Ucria,,98060,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L482,38,455290,14,8809137,26,2643
83103,Valdina,Valdina,,98040,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L561,38,1934030,15,3707298,2,6016
83104,Venetico,Venetico,,98040,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L735,38,2189586,15,3647899,4,5170
83105,Villafranca Tirrena,Villafranca Tirrena,,98049,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,L950,38,2353590,15,4324910,14,2458
83106,Terme Vigliatore,Terme Vigliatore,,98050,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,M210,38,1366306,15,1624029,13,2280
83107,Acquedolci,Acquedolci,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,M211,38,562630,14,5880545,12,9304
83108,Torrenova,Torrenova,,98070,ME,Messina,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,M286,38,910284,14,6773322,12,9268
84001,Agrigento,Agrigento,,92100,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,SI,A089,37,3096024,13,5845684,243,5037
84002,Alessandria della Rocca,Alessandria della Rocca,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A181,37,5696297,13,4534821,62,2395
84003,Aragona,Aragona,,92021,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A351,37,4023233,13,6177823,74,7691
84004,Bivona,Bivona,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A896,37,6180053,13,4403942,88,5732
84005,Burgio,Burgio,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B275,37,5987656,13,2895311,42,2307
84006,Calamonaci,Calamonaci,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B377,37,5252364,13,2908970,32,8901
84007,Caltabellotta,Caltabellotta,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B427,37,5767978,13,2156442,124,870
84008,Camastra,Camastra,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B460,37,2520482,13,7937666,16,3155
84009,Cammarata,Cammarata,,92022,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B486,37,6326245,13,6379709,192,4530
84010,Campobello di Licata,Campobello di Licata,,92023,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B520,37,2596745,13,9188827,81,3276
84011,Canicattì,Canicattì,,92024,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B602,37,3601311,13,8499839,91,8595
84012,Casteltermini,Casteltermini,,92025,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C275,37,5407047,13,6433966,99,9816
84013,Castrofilippo,Castrofilippo,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C341,37,3485820,13,7501767,18,752
84014,Cattolica Eraclea,Cattolica Eraclea,,92011,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C356,37,4394212,13,3953936,62,1638
84015,Cianciana,Cianciana,,92012,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C668,37,5173412,13,4352519,38,815
84016,Comitini,Comitini,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C928,37,4085017,13,6436136,21,8900
84017,Favara,Favara,,92026,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,D514,37,3106013,13,6564564,83,6201
84018,Grotte,Grotte,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E209,37,4024414,13,6991729,23,9760
84019,Joppolo Giancaxio,Joppolo Giancaxio,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E390,37,3876382,13,5540913,19,1421
84020,Lampedusa e Linosa,Lampedusa e Linosa,,92031,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E431,35,5018240,12,6098342,25,2217
84021,Licata,Licata,,92027,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E573,37,1014565,13,9371761,179,9535
84022,Lucca Sicula,Lucca Sicula,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E714,37,5783506,13,3067011,18,6320
84023,Menfi,Menfi,,92013,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F126,37,5981198,12,9664056,113,5780
84024,Montallegro,Montallegro,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F414,37,3909815,13,3506733,27,4124
84025,Montevago,Montevago,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F655,37,7025190,12,9901717,32,9092
84026,Naro,Naro,,92028,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F845,37,2959553,13,7920346,207,4873
84027,Palma di Montechiaro,Palma di Montechiaro,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,G282,37,1915666,13,7636683,77,626
84028,Porto Empedocle,Porto Empedocle,,92014,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F299,37,2883565,13,5274606,25,2257
84029,Racalmuto,Racalmuto,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H148,37,4076057,13,7314106,68,1009
84030,Raffadali,Raffadali,,92015,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H159,37,4047897,13,5310878,22,2987
84031,Ravanusa,Ravanusa,,92029,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H194,37,2681275,13,9724745,49,5006
84032,Realmonte,Realmonte,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H205,37,3066971,13,4627851,20,3693
84033,Ribera,Ribera,,92016,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H269,37,5037148,13,2686515,118,5210
84034,Sambuca di Sicilia,Sambuca di Sicilia,,92017,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H743,37,6473161,13,1107201,96,3715
84035,San Biagio Platani,San Biagio Platani,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H778,37,5088862,13,5242218,42,6663
84036,San Giovanni Gemini,San Giovanni Gemini,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H914,37,6298401,13,6411954,26,5594
84037,Santa Elisabetta,Santa Elisabetta,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I185,37,4314776,13,5548984,16,1674
84038,Santa Margherita di Belice,Santa Margherita di Belice,,92018,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I224,37,6918686,13,240186,67,2752
84039,Sant'Angelo Muxaro,Sant'Angelo Muxaro,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I290,37,4790811,13,5442697,64,5212
84040,Santo Stefano Quisquina,Santo Stefano Quisquina,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I356,37,6245936,13,4903137,85,5183
84041,Sciacca,Sciacca,,92019,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I533,37,5076652,13,829203,191,6678
84042,Siculiana,Siculiana,,92010,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I723,37,3363763,13,4200364,40,9909
84043,Villafranca Sicula,Villafranca Sicula,,92020,AG,Agrigento,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,L944,37,5867282,13,2909291,17,6292
85001,Acquaviva Platani,Acquaviva Platani,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A049,37,5715991,13,7001362,14,6333
85002,Bompensiere,Bompensiere,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A957,37,4725272,13,7806331,19,9464
85003,Butera,Butera,,93011,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B302,37,1863205,14,1862754,298,5222
85004,Caltanissetta,Caltanissetta,,93100,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,SI,B429,37,4920259,14,618427,421,2465
85005,Campofranco,Campofranco,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B537,37,5119041,13,7125461,36,1130
85006,Delia,Delia,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,D267,37,3559513,13,9276184,12,3988
85007,Gela,Gela,,93012,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,D960,37,653433,14,2503423,279,2195
85008,Marianopoli,Marianopoli,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E953,37,5987279,13,9150739,13,705
85009,Mazzarino,Mazzarino,,93013,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F065,37,3048920,14,2142365,295,5893
85010,Milena,Milena,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E618,37,4713463,13,7362730,24,6266
85011,Montedoro,Montedoro,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F489,37,4536301,13,8163706,14,5331
85012,Mussomeli,Mussomeli,,93014,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F830,37,5801194,13,7540191,164,4247
85013,Niscemi,Niscemi,,93015,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F899,37,1451712,14,3850320,96,8171
85014,Resuttano,Resuttano,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H245,37,6800247,14,310463,38,2733
85015,Riesi,Riesi,,93016,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H281,37,2832744,14,821991,66,9953
85016,San Cataldo,San Cataldo,,93017,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H792,37,4870559,13,9904720,72,7746
85017,Santa Caterina Villarmosa,Santa Caterina Villarmosa,,93018,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I169,37,5916453,14,318829,75,8139
85018,Serradifalco,Serradifalco,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I644,37,4564310,13,8825015,41,9382
85019,Sommatino,Sommatino,,93019,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I824,37,3337555,13,9912158,34,7565
85020,Sutera,Sutera,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,L016,37,5254765,13,7312981,35,5836
85021,Vallelunga Pratameno,Vallelunga Pratameno,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,L609,37,6801031,13,8304646,39,3738
85022,Villalba,Villalba,,93010,CL,Caltanissetta,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,L959,37,6548730,13,8439260,41,8177
86001,Agira,Agira,,94011,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A070,37,6571089,14,5237881,164,807
86002,Aidone,Aidone,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A098,37,4158957,14,4478835,210,7759
86003,Assoro,Assoro,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A478,37,6280588,14,4240789,112,1499
86004,Barrafranca,Barrafranca,,94012,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,A676,37,3727424,14,2038710,53,7120
86005,Calascibetta,Calascibetta,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,B381,37,5894535,14,2730833,89,1179
86006,Catenanuova,Catenanuova,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C353,37,5678206,14,6914502,11,2247
86007,Centuripe,Centuripe,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C471,37,6202062,14,7414226,174,1946
86008,Cerami,Cerami,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,C480,37,8102492,14,5063637,95,465
86009,Enna,Enna,,94100,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,SI,C342,37,5669523,14,2790865,358,7437
86010,Gagliano Castelferrato,Gagliano Castelferrato,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,D849,37,7102162,14,5355764,56,2367
86011,Leonforte,Leonforte,,94013,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,E536,37,6390783,14,3920586,84,3917
86012,Nicosia,Nicosia,,94014,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F892,37,7479498,14,3985399,218,5057
86013,Nissoria,Nissoria,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,F900,37,6550535,14,4493560,61,8245
86014,Piazza Armerina,Piazza Armerina,,94015,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,G580,37,3841015,14,3660284,304,5376
86015,Pietraperzia,Pietraperzia,,94016,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,G624,37,4215277,14,1369063,118,1099
86016,Regalbuto,Regalbuto,,94017,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,H221,37,6525228,14,6407897,170,2924
86017,Sperlinga,Sperlinga,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,I891,37,7647984,14,3533642,59,1390
86018,Troina,Troina,,94018,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,L448,37,7849166,14,6004405,168,2777
86019,Valguarnera Caropepe,Valguarnera Caropepe,,94019,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,L583,37,4965730,14,3881559,9,4134
86020,Villarosa,Villarosa,,94010,EN,Enna,Libero consorzio di comuni,19,Sicilia,statuto speciale,Isole,NO,M011,37,5878130,14,1742270,54,8920
87001,Aci Bonaccorsi,Aci Bonaccorsi,,95020,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A025,37,5977900,15,1085988,1,7242
87002,Aci Castello,Aci Castello,,95021,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A026,37,5557140,15,1452247,8,7058
87003,Aci Catena,Aci Catena,,95022,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A027,37,6025781,15,1422331,8,5219
87004,Acireale,Acireale,,95024,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A028,37,6120473,15,1662793,40,4413
87005,Aci Sant'Antonio,Aci Sant'Antonio,,95025,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A029,37,6059138,15,1258443,14,3333
87006,Adrano,Adrano,,95031,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A056,37,6617107,14,8326793,83,2208
87007,Belpasso,Belpasso,,95032,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A766,37,5912846,14,9770400,166,3264
87008,Biancavilla,Biancavilla,,95033,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,A841,37,6411531,14,8695329,70,2753
87009,Bronte,Bronte,,95034,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,B202,37,7874171,14,8328915,250,8569
87010,Calatabiano,Calatabiano,,95011,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,B384,37,8232278,15,2277413,26,4172
87011,Caltagirone,Caltagirone,,95041,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,B428,37,2379771,14,5127363,383,3735
87012,Camporotondo Etneo,Camporotondo Etneo,,95040,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,B561,37,5672962,15,59499,6,5540
87013,Castel di Iudica,Castel di Iudica,,95040,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,C091,37,4943327,14,6494415,103,2097
87014,Castiglione di Sicilia,Castiglione di Sicilia,,95012,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,C297,37,8826039,15,1223819,118,9022
87015,Catania,Catania,,95121,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95122,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95123,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95124,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95125,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95126,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95127,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95128,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95129,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87015,Catania,Catania,,95131,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,SI,C351,37,5027731,15,870388,182,7960
87016,Fiumefreddo di Sicilia,Fiumefreddo di Sicilia,,95013,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,D623,37,7928293,15,2081929,12,1599
87017,Giarre,Giarre,,95014,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,E017,37,7299350,15,1844955,27,3544
87018,Grammichele,Grammichele,,95042,CT,Catania,Citta metropolitana,19,Sicilia,statuto speciale,Isole,NO,E133,37,2148965,14,6372289,32,655
