codice_istat,denominazione_ita_altra,denominazione_ita,denominazione_altra,cap,sigla_provincia,denominazione_provincia,tipologia_provincia,codice_regione,denominazione_regione,tipologia_regione,ripartizione_geografica,flag_capoluogo,codice_belfiore,lat,lon,superficie_kmq,,,
5035,Cerreto d'Asti,Cerreto d'Asti,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C528,45,497678,8,367647,3,9384
5036,Cerro Tanaro,Cerro Tanaro,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C533,44,8726668,8,3602087,4,6529
5037,Cessole,Cessole,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C583,44,6479857,8,2432015,11,7779
5038,Chiusano d'Asti,Chiusano d'Asti,,14025,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C658,44,9850527,8,1178076,2,4170
5039,Cinaglio,Cinaglio,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C701,44,9748418,8,1001665,5,5045
5040,Cisterna d'Asti,Cisterna d'Asti,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C739,44,8261717,8,48210,10,7326
5041,Coazzolo,Coazzolo,,14054,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C804,44,7282092,8,1451412,4,489
5042,Cocconato,Cocconato,,14023,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C807,45,871815,8,392394,16,5226
5044,Corsione,Corsione,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D046,45,7454,8,1451364,5,824
5045,Cortandone,Cortandone,,14013,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D050,44,9596886,8,575712,5,231
5046,Cortanze,Cortanze,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D051,45,152236,8,895934,4,4766
5047,Cortazzone,Cortazzone,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D052,44,9795332,8,619238,10,3333
5048,Cortiglione,Cortiglione,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D072,44,8230145,8,3585651,8,4254
5049,Cossombrato,Cossombrato,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D101,44,9941207,8,1375273,5,3987
5050,Costigliole d'Asti,Costigliole d'Asti,,14055,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D119,44,7882167,8,1806280,36,9432
5051,Cunico,Cunico,,14026,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D207,45,404348,8,972115,6,7531
5052,Dusino San Michele,Dusino San Michele,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D388,44,9201841,7,9722814,11,9251
5053,Ferrere,Ferrere,,14012,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D554,44,8734007,7,9938552,13,9270
5054,Fontanile,Fontanile,,14044,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D678,44,7533737,8,4221857,8,1300
5055,Frinco,Frinco,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D802,45,55853,8,1753657,7,2168
5056,Grana Monferrato,Grana Monferrato,,14031,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E134,44,9980498,8,2991228,5,8883
5057,Grazzano Badoglio,Grazzano Badoglio,,14035,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E159,45,389144,8,3135570,10,4721
5058,Incisa Scapaccino,Incisa Scapaccino,,14045,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E295,44,8083938,8,3809458,20,7037
5059,Isola d'Asti,Isola d'Asti,,14057,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E338,44,8294713,8,1772147,13,5026
5060,Loazzolo,Loazzolo,,14051,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E633,44,6689613,8,2585255,14,8219
5061,Maranzana,Maranzana,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E917,44,7597653,8,4768203,4,3739
5062,Maretto,Maretto,,14018,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E944,44,9443539,8,342359,4,9251
5063,Moasca,Moasca,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F254,44,7625450,8,2779396,4,1551
5064,Mombaldone,Mombaldone,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F308,44,5692293,8,3292041,11,9588
5065,Mombaruzzo,Mombaruzzo,,14046,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F311,44,7710213,8,4486667,22,3971
5066,Mombercelli,Mombercelli,,14047,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F316,44,8169714,8,2944274,14,2321
5067,Monale,Monale,,14013,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F323,44,9360941,8,716409,9,1104
5068,Monastero Bormida,Monastero Bormida,,14058,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F325,44,6475161,8,3246203,14,2057
5069,Moncalvo,Moncalvo,,14036,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F336,45,513987,8,2634659,17,4210
5070,Moncucco Torinese,Moncucco Torinese,,14024,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F343,45,678824,7,9321561,14,3291
5071,Mongardino,Mongardino,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F361,44,8488395,8,2186989,6,8550
5072,Montabone,Montabone,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F386,44,6985955,8,3903099,8,5373
5073,Montafia,Montafia,,14014,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F390,44,9891936,8,251525,14,4970
5074,Montaldo Scarampi,Montaldo Scarampi,,14048,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F409,44,8285962,8,2573903,6,6348
5075,Montechiaro d'Asti,Montechiaro d'Asti,,14025,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F468,45,82137,8,1123822,10,1408
5076,Montegrosso d'Asti,Montegrosso d'Asti,,14048,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F527,44,8224078,8,2387429,15,4192
5077,Montemagno,Montemagno,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F556,44,9840328,8,3240069,16,976
5080,Nizza Monferrato,Nizza Monferrato,,14049,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,F902,44,7736140,8,3565029,30,3632
5081,Olmo Gentile,Olmo Gentile,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G048,44,5855501,8,2470350,5,6170
5082,Passerano Marmorito,Passerano Marmorito,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G358,45,563933,8,187926,12,260
5083,Penango,Penango,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G430,45,332578,8,2501324,9,5630
5084,Piea,Piea,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G593,45,252897,8,720897,9,13
5085,Pino d'Asti,Pino d'Asti,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G676,45,581925,7,9862550,4,820
5086,Piovà Massaia,Piovà Massaia,,14026,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G692,45,544849,8,509446,11,244
5087,Portacomaro,Portacomaro,,14037,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,G894,44,9571107,8,2585123,11,36
5088,Quaranti,Quaranti,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H102,44,7510416,8,4490793,2,8582
5089,Refrancore,Refrancore,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H219,44,9375746,8,3427129,13,2049
5090,Revigliasco d'Asti,Revigliasco d'Asti,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H250,44,8587289,8,1583649,8,8350
5091,Roatto,Roatto,,14018,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H366,44,9514989,8,266129,6,4171
5092,Robella,Robella,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H376,45,1023322,8,1000560,12,1805
5093,Rocca d'Arazzo,Rocca d'Arazzo,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H392,44,8738739,8,2858155,12,5631
5094,Roccaverano,Roccaverano,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H451,44,5929831,8,2719314,29,9827
5095,Rocchetta Palafea,Rocchetta Palafea,,14042,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H466,44,7069446,8,3457240,7,8377
5096,Rocchetta Tanaro,Rocchetta Tanaro,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H468,44,8588644,8,3443271,15,9109
5097,San Damiano d'Asti,San Damiano d'Asti,,14015,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H811,44,8346357,8,652310,47,8656
5098,San Giorgio Scarampi,San Giorgio Scarampi,,14059,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H899,44,6113127,8,2420238,6,1477
5099,San Martino Alfieri,San Martino Alfieri,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,H987,44,8185157,8,1093710,7,2094
5100,San Marzano Oliveto,San Marzano Oliveto,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I017,44,7532191,8,2961627,9,6838
5101,San Paolo Solbrito,San Paolo Solbrito,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I076,44,9522670,7,9727807,11,8691
5103,Scurzolengo,Scurzolengo,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I555,44,9657062,8,2782601,5,3426
5104,Serole,Serole,,14050,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I637,44,5537462,8,2597238,12,3285
5105,Sessame,Sessame,,14058,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I678,44,6689341,8,3378293,8,4471
5106,Settime,Settime,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I698,44,9640872,8,1128920,6,6804
5107,Soglio,Soglio,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,I781,44,9974294,8,781248,3,2800
5108,Tigliole,Tigliole,,14016,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L168,44,8872714,8,754687,16,1173
5109,Tonco,Tonco,,14039,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L203,45,241068,8,1898420,11,7833
5111,Vaglio Serra,Vaglio Serra,,14049,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L531,44,7965310,8,3389334,4,7599
5112,Valfenera,Valfenera,,14017,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L574,44,8968709,7,9650986,22,383
5113,Vesime,Vesime,,14059,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L807,44,6371886,8,2282253,13,1655
5114,Viale,Viale,,14010,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L829,44,9992683,8,522905,3,9754
5115,Viarigi,Viarigi,,14030,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L834,44,9804490,8,3586906,13,6219
5116,Vigliano d'Asti,Vigliano d'Asti,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L879,44,8351010,8,2318906,6,6530
5117,Villafranca d'Asti,Villafranca d'Asti,,14018,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L945,44,9136684,8,322123,12,8798
5118,Villanova d'Asti,Villanova d'Asti,,14019,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,L984,44,9418872,7,9372218,41,9480
5119,Villa San Secondo,Villa San Secondo,,14020,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,M019,45,51825,8,1352553,6,1268
5120,Vinchio,Vinchio,,14040,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,M058,44,8074021,8,3173016,9,2863
5121,Montiglio Monferrato,Montiglio Monferrato,,14026,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,M302,45,674124,8,977382,26,8624
5122,Moransengo-Tonengo,Moransengo-Tonengo,,14023,AT,Asti,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,M434,45,1183415,8,164389,11,5
6001,Acqui Terme,Acqui Terme,,15011,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A052,44,6766013,8,4697522,33,2967
6002,Albera Ligure,Albera Ligure,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A146,44,7009104,9,684268,21,2298
6003,Alessandria,Alessandria,,15121,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,SI,A182,44,9129705,8,6154012,203,5657
6003,Alessandria,Alessandria,,15122,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,SI,A182,44,9129705,8,6154012,203,5657
6004,Alfiano Natta,Alfiano Natta,,15021,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A189,45,472315,8,2084598,13,1588
6005,Alice Bel Colle,Alice Bel Colle,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A197,44,7257823,8,4512007,12,2135
6007,Altavilla Monferrato,Altavilla Monferrato,,15041,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A227,44,9928977,8,3757125,11,3280
6008,Alzano Scrivia,Alzano Scrivia,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A245,45,175545,8,8812870,2,1269
6009,Arquata Scrivia,Arquata Scrivia,,15061,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A436,44,6867333,8,8857447,29,2434
6010,Avolasca,Avolasca,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A523,44,8029645,8,9652382,12,2375
6011,Balzola,Balzola,,15031,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A605,45,1831971,8,4025470,16,6197
6012,Basaluzzo,Basaluzzo,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A689,44,7682890,8,7059341,15,526
6013,Bassignana,Bassignana,,15042,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A708,45,32111,8,7359431,28,7122
6014,Belforte Monferrato,Belforte Monferrato,,15070,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A738,44,6243621,8,6616036,8,3258
6015,Bergamasco,Bergamasco,,15022,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A793,44,8271011,8,4552104,13,4397
6016,Berzano di Tortona,Berzano di Tortona,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A813,44,8764534,8,9505959,2,8874
6017,Bistagno,Bistagno,,15012,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A889,44,6617871,8,3685867,17,5936
6018,Borghetto di Borbera,Borghetto di Borbera,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,A998,44,7310474,8,9453502,39,3977
6019,Borgoratto Alessandrino,Borgoratto Alessandrino,,15013,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B029,44,8364862,8,5394206,6,6034
6020,Borgo San Martino,Borgo San Martino,,15032,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B037,45,890899,8,5236214,9,7230
6021,Bosco Marengo,Bosco Marengo,,15062,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B071,44,8220868,8,6759910,44,5297
6022,Bosio,Bosio,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B080,44,6477824,8,7919125,67,6133
6023,Bozzole,Bozzole,,15040,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B109,45,678753,8,6048772,9,235
6024,Brignano-Frascata,Brignano-Frascata,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B179,44,8119469,9,407960,17,5285
6025,Cabella Ligure,Cabella Ligure,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B311,44,6730762,9,962927,46,6332
6026,Camagna Monferrato,Camagna Monferrato,,15030,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B453,45,178457,8,4303369,9,2493
6027,Camino,Camino,,15020,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B482,45,1622096,8,2870447,18,4376
6028,Cantalupo Ligure,Cantalupo Ligure,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B629,44,7189679,9,443591,24,619
6029,Capriata d'Orba,Capriata d'Orba,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B701,44,7299603,8,6889378,28,4663
6030,Carbonara Scrivia,Carbonara Scrivia,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B736,44,8497637,8,8707753,5,526
6031,Carentino,Carentino,,15026,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B765,44,8288725,8,4704697,9,7892
6032,Carezzano,Carezzano,,15051,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B769,44,8067495,8,9000082,10,4833
6033,Carpeneto,Carpeneto,,15071,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B818,44,6772490,8,6063158,13,3394
6034,Carrega Ligure,Carrega Ligure,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B836,44,6190667,9,1756124,55,2555
6035,Carrosio,Carrosio,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B840,44,6593983,8,8323311,6,9232
6036,Cartosio,Cartosio,,15015,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B847,44,5911938,8,4185292,16,3412
6037,Casal Cermelli,Casal Cermelli,,15072,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B870,44,8357007,8,6224245,12,1635
6038,Casaleggio Boiro,Casaleggio Boiro,,15070,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B882,44,6342933,8,7316846,12,104
6039,Casale Monferrato,Casale Monferrato,,15033,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B885,45,1350280,8,4526060,86,2097
6040,Casalnoceto,Casalnoceto,,15052,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B902,44,9131601,8,9819855,12,9866
6041,Casasco,Casasco,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,B941,44,8282217,9,60511,9,373
6043,Cassine,Cassine,,15016,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C027,44,7482100,8,5254830,33,925
6044,Cassinelle,Cassinelle,,15070,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C030,44,6068391,8,5604746,23,7721
6045,Castellania Coppi,Castellania Coppi,,15051,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C137,44,7988419,8,9304523,7,2089
6046,Castellar Guidobono,Castellar Guidobono,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C142,44,9062642,8,9467351,2,4828
6047,Castellazzo Bormida,Castellazzo Bormida,,15073,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C148,44,8454696,8,5771165,45,1283
6048,Castelletto d'Erro,Castelletto d'Erro,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C156,44,6250784,8,3944110,4,6600
6049,Castelletto d'Orba,Castelletto d'Orba,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C158,44,6855620,8,7022553,13,9770
6050,Castelletto Merli,Castelletto Merli,,15020,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C160,45,752003,8,2405562,11,5908
6051,Castelletto Monferrato,Castelletto Monferrato,,15040,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C162,44,9798675,8,5662417,9,5776
6052,Castelnuovo Bormida,Castelnuovo Bormida,,15017,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C229,44,7436825,8,5462034,13,1107
6053,Castelnuovo Scrivia,Castelnuovo Scrivia,,15053,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C243,44,9794221,8,8816324,45,4213
6054,Castelspina,Castelspina,,15070,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C274,44,8044664,8,5824154,5,4872
6055,Cavatore,Cavatore,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C387,44,6309548,8,4524130,10,4466
6056,Cella Monte,Cella Monte,,15034,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C432,45,748007,8,3906872,5,5524
6057,Cereseto,Cereseto,,15020,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C503,45,860104,8,3169408,10,4427
6058,Cerreto Grue,Cerreto Grue,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C507,44,8418594,8,9319766,4,7470
6059,Cerrina Monferrato,Cerrina Monferrato,,15020,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C531,45,1201920,8,2152477,17,3008
6060,Coniolo,Coniolo,,15030,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C962,45,1469086,8,3720472,10,3002
6061,Conzano,Conzano,,15030,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,C977,45,205408,8,4560585,11,6117
6062,Costa Vescovato,Costa Vescovato,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D102,44,8182014,8,9290162,7,8996
6063,Cremolino,Cremolino,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D149,44,6374906,8,5858399,14,3874
6065,Denice,Denice,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D272,44,5986572,8,3340115,7,4621
6066,Dernice,Dernice,,15056,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D277,44,7675981,9,500793,18,2763
6067,Fabbrica Curone,Fabbrica Curone,,15054,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D447,44,7548201,9,1541822,53,8484
6068,Felizzano,Felizzano,,15023,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D528,44,8980397,8,4358029,25,138
6069,Fraconalto,Fraconalto,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D559,44,5921496,8,8779599,17,6161
6070,Francavilla Bisio,Francavilla Bisio,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D759,44,7358845,8,7316590,7,7515
6071,Frascaro,Frascaro,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D770,44,8271093,8,5326506,5,2861
6072,Frassinello Monferrato,Frassinello Monferrato,,15035,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D777,45,315078,8,3866096,8,4310
6073,Frassineto Po,Frassineto Po,,15040,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D780,45,1340187,8,5361033,29,5609
6074,Fresonara,Fresonara,,15064,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D797,44,7827316,8,6848407,6,9336
6075,Frugarolo,Frugarolo,,15065,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D813,44,8389822,8,6790623,27,575
6076,Fubine Monferrato,Fubine Monferrato,,15043,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D814,44,9655624,8,4254127,25,5333
6077,Gabiano,Gabiano,,15020,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D835,45,1589402,8,1931504,17,7684
6078,Gamalero,Gamalero,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D890,44,8089199,8,5430521,12,1543
6079,Garbagna,Garbagna,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D910,44,7809357,8,9990357,20,7165
6081,Gavi,Gavi,,15066,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,D944,44,6882933,8,8036063,45,432
6082,Giarole,Giarole,,15036,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E015,45,606540,8,5678570,5,4494
6083,Gremiasco,Gremiasco,,15056,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E164,44,7970425,9,1047386,17,3842
6084,Grognardo,Grognardo,,15010,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E188,44,6299278,8,4915067,9,802
6085,Grondona,Grondona,,15060,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E191,44,6971918,8,9625408,25,9429
6086,Guazzora,Guazzora,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E255,45,135967,8,8449106,2,8021
6087,Isola Sant'Antonio,Isola Sant'Antonio,,15050,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E360,45,308725,8,8504086,23,5483
6088,Lerma,Lerma,,15070,AL,Alessandria,Provincia,1,Piemonte,statuto ordinario,Nord-ovest,NO,E543,44,6349675,8,7125166,14,5358
